Date,Open,High,Low,Close,Adj Close,Volume
2022-06-07,46.970001,47.490002,46.759998,47.419998,47.419998,839800
2022-06-08,46.990002,47.189999,46.490002,46.810001,46.810001,966600
2022-06-09,46.810001,46.810001,45.810001,45.810001,45.810001,1175100
2022-06-10,45.040001,45.689999,44.830002,45.230000,45.230000,1277200
2022-06-13,44.330002,44.830002,43.700001,43.990002,43.990002,2014100
2022-06-14,43.980000,44.919998,43.980000,44.549999,44.549999,1706000
2022-06-15,44.740002,44.869999,43.400002,43.990002,43.990002,2186000
2022-06-16,43.279999,43.410000,42.090000,42.230000,42.230000,2030000
2022-06-17,42.139999,43.630001,42.139999,43.400002,43.400002,4490600
2022-06-21,43.959999,44.139999,43.480000,43.730000,43.730000,1389700
2022-06-22,43.299999,43.709999,43.139999,43.509998,43.509998,1593200
2022-06-23,43.959999,44.080002,43.160000,43.580002,43.580002,1442000
2022-06-24,43.980000,45.020000,43.930000,44.860001,44.860001,3394700
2022-06-27,44.830002,45.200001,44.560001,44.970001,44.970001,1025200
2022-06-28,45.220001,45.680000,44.730000,44.730000,44.730000,1055600
2022-06-29,45.000000,45.000000,44.560001,44.630001,44.630001,1036600
2022-06-30,44.340000,45.799999,44.090000,45.490002,45.490002,2488800
2022-07-01,45.230000,46.189999,44.970001,45.950001,45.950001,962800
2022-07-05,45.400002,45.400002,43.980000,44.439999,44.439999,1668700
2022-07-06,44.459999,45.080002,43.860001,44.740002,44.740002,1493800
2022-07-07,45.330002,45.650002,44.779999,44.799999,44.799999,2038100
2022-07-08,44.790001,44.959999,44.419998,44.470001,44.470001,1030500
2022-07-11,44.070000,44.759998,44.070000,44.590000,44.590000,1828300
2022-07-12,44.250000,44.930000,44.009998,44.180000,44.180000,2270300
2022-07-13,43.959999,44.480000,43.529999,44.209999,44.209999,2228600
2022-07-14,43.459999,43.490002,42.110001,42.470001,42.470001,2275800
2022-07-15,42.930000,43.470001,42.400002,43.130001,43.130001,10441200
2022-07-18,43.400002,43.799999,43.029999,43.090000,43.090000,1745000
2022-07-19,43.580002,44.000000,43.500000,43.880001,43.880001,1487200
2022-07-20,43.790001,43.970001,43.400002,43.759998,43.759998,1456600
2022-07-21,43.560001,43.889999,43.099998,43.849998,43.849998,1278500
2022-07-22,44.000000,44.099998,43.310001,43.669998,43.669998,960900
2022-07-25,44.009998,44.480000,43.709999,44.080002,44.080002,1665200
2022-07-26,44.049999,44.509998,43.889999,44.240002,44.240002,1066000
2022-07-27,44.160000,44.509998,43.740002,44.279999,44.279999,1314000
2022-07-28,44.970001,45.459999,43.070000,43.290001,43.290001,1960100
2022-07-29,43.389999,44.650002,43.340000,44.400002,44.400002,2173800
2022-08-01,43.889999,44.180000,43.060001,43.490002,43.490002,1611600
2022-08-02,43.490002,43.990002,43.310001,43.430000,43.430000,2092800
2022-08-03,43.419998,43.639999,42.980000,43.500000,43.500000,1659300
2022-08-04,43.410000,43.860001,43.279999,43.549999,43.549999,1053400
2022-08-05,43.540001,44.060001,43.450001,43.810001,43.810001,1236600
2022-08-08,44.000000,44.410000,44.000000,44.150002,44.150002,1173600
2022-08-09,44.480000,44.849998,44.320000,44.650002,44.650002,779400
2022-08-10,45.020000,45.349998,44.910000,45.230000,45.230000,704800
2022-08-11,45.500000,46.000000,45.500000,45.980000,45.980000,867100
2022-08-12,46.340000,47.080002,46.200001,47.040001,47.040001,1265700
2022-08-15,46.419998,47.110001,46.099998,46.990002,46.990002,1076400
2022-08-16,46.900002,47.570000,46.799999,47.509998,47.509998,1185200
2022-08-17,47.290001,47.689999,47.270000,47.520000,47.520000,904200
2022-08-18,47.520000,47.919998,47.520000,47.830002,47.830002,669500
2022-08-19,47.849998,47.849998,47.240002,47.279999,47.279999,990900
2022-08-22,47.029999,47.029999,46.330002,46.430000,46.430000,887900
2022-08-23,46.320000,46.650002,46.200001,46.490002,46.490002,1090800
2022-08-24,46.320000,46.810001,46.150002,46.680000,46.680000,1095500
2022-08-25,46.759998,47.400002,46.619999,47.290001,47.290001,1017200
2022-08-26,47.380001,47.480000,46.500000,46.500000,46.500000,610000
2022-08-29,46.160000,46.580002,45.549999,46.240002,46.240002,685600
2022-08-30,46.380001,46.380001,45.630001,45.740002,45.740002,753400
2022-08-31,45.779999,46.040001,45.299999,45.720001,45.720001,1969000
2022-09-01,45.660000,45.759998,45.209999,45.720001,45.720001,1106500
2022-09-02,46.000000,46.709999,45.320000,45.500000,45.500000,945400
2022-09-06,45.529999,46.430000,44.759998,45.040001,45.040001,1153100
2022-09-07,45.029999,46.209999,45.029999,46.139999,46.139999,914100
2022-09-08,46.000000,46.560001,45.810001,46.470001,46.470001,885100
2022-09-09,46.520000,46.860001,46.320000,46.520000,46.520000,855800
2022-09-12,46.790001,47.400002,46.730000,47.090000,47.090000,1187100
2022-09-13,46.700001,47.509998,46.139999,47.049999,47.049999,1636500
2022-09-14,47.099998,47.380001,46.580002,47.020000,47.020000,1194800
2022-09-15,46.939999,47.700001,46.770000,47.279999,47.279999,911900
2022-09-16,46.980000,47.110001,46.279999,46.520000,46.520000,2268000
2022-09-19,46.119999,47.490002,46.090000,47.480000,47.480000,1132000
2022-09-20,47.169998,47.330002,45.980000,46.430000,46.430000,1180200
2022-09-21,46.540001,46.730000,44.790001,44.799999,44.799999,1304300
2022-09-22,44.680000,44.810001,43.689999,43.930000,43.930000,1311600
2022-09-23,43.630001,43.810001,42.610001,43.099998,43.099998,1301700
2022-09-26,42.790001,42.930000,41.049999,41.669998,41.669998,2021900
2022-09-27,41.820000,43.270000,41.540001,43.099998,43.099998,2626500
2022-09-28,43.139999,44.840000,43.139999,44.470001,44.470001,3209500
2022-09-29,44.209999,45.990002,44.200001,45.830002,45.830002,2830400
2022-09-30,45.730000,46.480000,45.480000,45.540001,45.540001,2344300
2022-10-03,45.790001,46.580002,44.919998,46.330002,46.330002,2149100
2022-10-04,46.459999,48.720001,46.419998,48.689999,48.689999,2469300
